Date/Time,Year,Month,Day,Data Quality,Max Temp (хЁC),Max Temp Flag,Min Temp (хЁC),Min Temp Flag,Mean Temp (хЁC),Mean Temp Flag,Heat Deg Days (хЁC),Heat Deg Days Flag,Cool Deg Days (хЁC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2013-01-01,2013,1,1,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,2013,1,2,хр,-2.3,,-6.5,,-4.4,,22.4,,0,,0.2,,5.6,,3,,1,,23,,44,
2013-01-03,2013,1,3,хр,-1.9,,-5.7,,-3.8,,21.8,,0,,0,,0.6,,0,T,5,,29,,48,
2013-01-04,2013,1,4,хр,-3.8,,-7.6,,-5.7,,23.7,,0,,0,,0,T,0,T,5,,28,,52,
2013-01-05,2013,1,5,хр,-0.6,,-10.5,,-5.6,,23.6,,0,,0,,2.6,,2,,6,,30,,61,
2013-01-06,2013,1,6,хр,-3.5,,-11.8,,-7.7,,25.7,,0,,0,,0,T,0,T,6,,29,,65,
2013-01-07,2013,1,7,хр,-3.4,,-11.9,,-7.7,,25.7,,0,,0,,0.2,,0,T,6,,29,,76,
2013-01-08,2013,1,8,хр,0,,-11.2,,-5.6,,23.6,,0,,0,,0.6,,0.4,,6,,28,,78,
2013-01-09,2013,1,9,хр,-0.6,,-11,,-5.8,,23.8,,0,,0,,0,,0,,6,,31,,65,
2013-01-10,2013,1,10,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,2013,1,11,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,2013,1,12,хр,3.9,,0.2,,2.1,,15.9,,0,,22.8,,0,,22.8,,46,,1,,65,
2013-01-13,2013,1,13,хр,3.8,,0.7,,2.3,,15.7,,0,,2.2,,0,,2.2,,31,,35,,33,
2013-01-14,2013,1,14,хр,6.4,,-1.1,,2.7,,15.3,,0,,0,T,0,,0,T,25,,25,,69,
2013-01-15,2013,1,15,хр,3.6,,-7.2,,-1.8,,19.8,,0,,0,T,0,,0,T,18,,27,,50,
2013-01-16,2013,1,16,хр,-5.8,,-7.9,,-6.9,,24.9,,0,,0,,0,T,0,T,17,,29,,48,
2013-01-17,2013,1,17,хр,0.5,,-9,,-4.3,,22.3,,0,,0,,1,,1,,16,,28,,65,
2013-01-18,2013,1,18,хр,-1.4,,-16.4,,-8.9,,26.9,,0,,0,,10,,9,,17,,28,,67,
2013-01-19,2013,1,19,хр,-0.2,,-16.3,,-8.3,,26.3,,0,,0,,1.8,,1.8,,26,,23,,67,
2013-01-20,2013,1,20,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,2013,1,21,хр,6.6,,-6,,0.3,,17.7,,0,,15.1,,0,T,15.1,,21,,27,,85,
2013-01-22,2013,1,22,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-23,2013,1,23,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,2013,1,24,хр,-7.4,,-12.5,,-10,,28,,0,,0,,0.8,,0.8,,40,,24,,70,
2013-01-25,2013,1,25,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,2013,1,26,хр,-3.4,,-8.7,,-6.1,,24.1,,0,,0,,0,T,0,T,45,,28,,83,
2013-01-27,2013,1,27,хр,-6.4,,-9.3,,-7.9,,25.9,,0,,0,,0.6,,0.2,,45,,30,,43,
2013-01-28,2013,1,28,хр,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,2013,1,29,хр,-5.9,,-12.3,,-9.1,,27.1,,0,,0,,0,T,0,T,45,,28,,52,
2013-01-30,2013,1,30,хр,1.7,,-6.1,,-2.2,,20.2,,0,,0,,1.6,,1.6,,45,,22,,89,
2013-01-31,2013,1,31,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,2013,2,1,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,2013,2,2,хр,-1.3,,-7.5,,-4.4,,22.4,,0,,0,,14,,11.6,,13,,28,,72,
2013-02-03,2013,2,3,хр,-0.9,,-7.7,,-4.3,,22.3,,0,,0,,0.2,,0,T,14,,13,,78,
2013-02-04,2013,2,4,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-05,2013,2,5,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-06,2013,2,6,хр,-4.5,,-8,,-6.3,,24.3,,0,,0,,9.4,,9,,6,,24,,44,
2013-02-07,2013,2,7,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-08,2013,2,8,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,2013,2,9,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,2013,2,10,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,2013,2,11,хр,-1.2,,-8.3,,-4.8,,22.8,,0,,,M,1.6,,0.4,,31,,33,,83,
2013-02-12,2013,2,12,хр,1.1,,-9.1,,-4,,22,,0,,2.1,,10,,12.1,,31,,13,,72,
2013-02-13,2013,2,13,хр,1.2,,-2.4,,-0.6,,18.6,,0,,0,,0.6,,0.4,,36,,28,,76,
2013-02-14,2013,2,14,хр,0.6,,-2.4,,-0.9,,18.9,,0,,0,,0,T,0,T,35,,28,,63,
2013-02-15,2013,2,15,хр,-1.7,,-3.4,,-2.6,,20.6,,0,,0,,0,T,0,T,32,,31,,56,
2013-02-16,2013,2,16,хр,0,,-4.8,,-2.4,,20.4,,0,,0,,0,,0,,26,,28,,52,
2013-02-17,2013,2,17,хр,1.8,,-5.5,,-1.9,,19.9,,0,,23.6,,3.4,,27,,20,,11,,85,
2013-02-18,2013,2,18,хр,4,,-1.8,,1.1,,16.9,,0,,0.8,,4.4,,4.2,,12,,20,,91,
2013-02-19,2013,2,19,хр,0.6,,-1.9,,-0.7,,18.7,,0,,0,,5.8,,3.6,,14,,32,,72,
2013-02-20,2013,2,20,хр,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,2013,2,21,хр,-0.2,,-1,,-0.6,,18.6,,0,,0.6,,10.4,,11,,9,,9,,52,
2013-02-22,2013,2,22,хр,-0.7,,-4.3,,-2.5,,20.5,,0,,0,,11.3,,11.3,,25,,3,,70,
2013-02-23,2013,2,23,хр,-3.3,,-5,,-4.2,,22.2,,0,,0,,0,T,0,T,26,,35,,69,
2013-02-24,2013,2,24,хр,-4.1,,-12.3,,-8.2,,26.2,,0,,0,,0,T,0,T,25,,33,,48,
2013-02-25,2013,2,25,хр,-4.4,,-12.3,,-8.4,,26.4,,0,,0,,1,,0.4,,24,,2,,50,
2013-02-26,2013,2,26,хр,-2.9,,-5.3,,-4.1,,22.1,,0,,0,,0.4,,0,T,25,,33,,65,
2013-02-27,2013,2,27,хр,-2.3,,-4.2,,-3.3,,21.3,,0,,0,,2.2,,2,,25,,33,,85,
2013-02-28,2013,2,28,хр,0,,-2.7,,-1.4,,19.4,,0,,4,,0,T,4,,27,,33,,76,
2013-03-01,2013,3,1,хр,1.7,,-2,,-0.2,,18.2,,0,,8.4,,0,T,8.8,,22,,35,,48,
2013-03-02,2013,3,2,хр,3.2,,-1.9,,0.7,,17.3,,0,,17.4,,0,T,17.4,,18,,6,,61,
2013-03-03,2013,3,3,хр,2.7,,0.4,,1.6,,16.4,,0,,11.2,,0,,11.2,,12,,10,,63,
