Date/Time,Year,Month,Day,Data Quality,Max Temp (å¡C),Max Temp Flag,Min Temp (å¡C),Min Temp Flag,Mean Temp (å¡C),Mean Temp Flag,Heat Deg Days (å¡C),Heat Deg Days Flag,Cool Deg Days (å¡C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2001-01-01,2001,1,1,,2.6,,-6.1,,-1.8,,19.8,,0,,0.6,,0,,0.6,,1,,,,,
2001-01-02,2001,1,2,,1,,-3.4,,-1.2,,19.2,,0,,0,,0,,0,,2,,,,,
2001-01-03,2001,1,3,,7.5,,-0.8,,3.4,,14.6,,0,,0,,0,,0,,2,,,,,
2001-01-04,2001,1,4,,5.1,,-2.7,,1.2,,16.8,,0,,0,,0,,0,,2,,,,,
2001-01-05,2001,1,5,,5.5,,-1.7,,1.9,,16.1,,0,,0.4,,0,,0.4,,2,,,,,
2001-01-06,2001,1,6,,4.1,,-3.5,,0.3,,17.7,,0,,0.2,,0,,0.2,,2,,,,,
2001-01-07,2001,1,7,,4,,-6.1,,-1.1,,19.1,,0,,0,,0,,0,,1,,,,,
2001-01-08,2001,1,8,,5.2,,-7.4,,-1.1,,19.1,,0,,0,,0,,0,,1,,,,,
2001-01-09,2001,1,9,,6.8,,-2.2,,2.3,,15.7,,0,,0,,0,,0,,2,,,,,
2001-01-10,2001,1,10,,4.1,,-6.4,,-1.2,,19.2,,0,,0,,0,,0,,2,,,,,
2001-01-11,2001,1,11,,-1.6,,-10.4,,-6,,24,,0,,0,,0,,0,,1,,,,,
2001-01-12,2001,1,12,,-8,,-11.3,,-9.7,,27.7,,0,,0,,0,,0,,2,,,,,
2001-01-13,2001,1,13,,-8.3,,-14.5,,-11.4,,29.4,,0,,0,,0.6,,0.6,,1,,,,,
2001-01-14,2001,1,14,,-4,,-10.6,,-7.3,,25.3,,0,,0,,0,,0,,1,,,,,
2001-01-15,2001,1,15,,-5.1,,-14,,-9.6,,27.6,,0,,0,,0,,0,,1,,,,,
2001-01-16,2001,1,16,,4.1,,-6.5,,-1.2,,19.2,,0,,0,,0,,0,,1,,,,,
2001-01-17,2001,1,17,,2.6,,-6,,-1.7,,19.7,,0,,0.6,,0,,0.6,,1,,,,,
2001-01-18,2001,1,18,,1.4,,-9.5,,-4.1,,22.1,,0,,0,,0,,0,,1,,,,,
2001-01-19,2001,1,19,,3.1,,-8.9,,-2.9,,20.9,,0,,0,,0,,0,,1,,,,,
2001-01-20,2001,1,20,,1,,-4.7,,-1.9,,19.9,,0,,0,,0,,0,,1,,,,,
2001-01-21,2001,1,21,,2,,-7.2,,-2.6,,20.6,,0,,0,,0,,0,,1,,,,,
2001-01-22,2001,1,22,,3.1,,-6.1,,-1.5,,19.5,,0,,0,,0,,0,,1,,,,,
2001-01-23,2001,1,23,,1.1,,-11.2,,-5.1,,23.1,,0,,0,,1,,1,,1,,,,,
2001-01-24,2001,1,24,,1.7,,-7.4,,-2.9,,20.9,,0,,0,,0,,0,,1,,,,,
2001-01-25,2001,1,25,,0.2,,-8.6,,-4.2,,22.2,,0,,0,,0,,0,,1,,,,,
2001-01-26,2001,1,26,,4.2,,-10.9,,-3.4,,21.4,,0,,0,,0,,0,,1,,,,,
2001-01-27,2001,1,27,,4.7,,-6,,-0.7,,18.7,,0,,0,,0,,0,,1,,,,,
2001-01-28,2001,1,28,,4.3,,-5.7,,-0.7,,18.7,,0,,0,,0,,0,,1,,,,,
2001-01-29,2001,1,29,,2,,-4.6,,-1.3,,19.3,,0,,0,,0,,0,,1,,,,,
2001-01-30,2001,1,30,,0.3,,-6.7,,-3.2,,21.2,,0,,0,,0,,0,,1,,,,,
2001-01-31,2001,1,31,,-2.5,,-6,,-4.3,,22.3,,0,,0,,0.4,,0.2,,1,,,,,
2001-02-01,2001,2,1,,3.5,,-4.9,,-0.7,,18.7,,0,,0.2,,0,,0.2,,,,,,,
2001-02-02,2001,2,2,,4.4,,-6.2,,-0.9,,18.9,,0,,0,,0,,0,,,,,,,
2001-02-03,2001,2,3,,6.5,,-1.7,,2.4,,15.6,,0,,0,,0,,0,,,,,,,
2001-02-04,2001,2,4,,1.3,,-7.5,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
2001-02-05,2001,2,5,,-3.6,,-8.8,,-6.2,,24.2,,0,,0,,0,,0,,,,,,,
2001-02-06,2001,2,6,,-7.2,,-15.2,,-11.2,,29.2,,0,,0,,1,E,1,E,,,,,,
2001-02-07,2001,2,7,,-9.5,,-17.3,,-13.4,,31.4,,0,,0,,0,,0,,,,,,,
2001-02-08,2001,2,8,,-13,,-20.8,,-16.9,,34.9,,0,,0,,1,E,1,E,,,,,,
2001-02-09,2001,2,9,,-13.6,,-20.3,,-17,,35,,0,,0,,0,,0,,,,,,,
2001-02-10,2001,2,10,,-12,,-20.6,,-16.3,,34.3,,0,,0,,0,,0,,,,,,,
2001-02-11,2001,2,11,,-11.7,,-17.2,,-14.5,,32.5,,0,,0,,0,,0,,,,,,,
2001-02-12,2001,2,12,,-10.5,,-17.7,,-14.1,,32.1,,0,,0,,0,,0,,,,,,,
2001-02-13,2001,2,13,,-7.8,,-20.9,,-14.4,,32.4,,0,,0,,0,,0,,,,,,,
2001-02-14,2001,2,14,,-0.7,,-15,,-7.9,,25.9,,0,,0,,0,,0,,,,,,,
2001-02-15,2001,2,15,,-11.3,,-17.8,,-14.6,,32.6,,0,,0,,0,,0,,,,,,,
2001-02-16,2001,2,16,,-11,,-18.7,,-14.9,,32.9,,0,,0,,0,,0,,,,,,,
2001-02-17,2001,2,17,,-2.6,,-22.1,,-12.4,,30.4,,0,,0,,0,,0,,,,,,,
2001-02-18,2001,2,18,,-5.8,,-16.7,,-11.3,,29.3,,0,,0,,0,,0,,,,,,,
2001-02-19,2001,2,19,,-6.8,,-15.4,,-11.1,,29.1,,0,,0,,0,,0,,,,,,,
2001-02-20,2001,2,20,,-2.9,,-18.8,,-10.9,,28.9,,0,,0,,0,,0,,,,,,,
2001-02-21,2001,2,21,,-3.2,,-14.1,,-8.7,,26.7,,0,,0,,0,,0,,,,,,,
2001-02-22,2001,2,22,,-2.9,,-15.4,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
2001-02-23,2001,2,23,,-8.3,,-16.7,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
2001-02-24,2001,2,24,,-16.4,,-20.6,,-18.5,,36.5,,0,,0,,0,,0,,,,,,,
2001-02-25,2001,2,25,,-15.5,,-23.9,,-19.7,,37.7,,0,,0,,0,,0,,,,,,,
2001-02-26,2001,2,26,,-11.2,,-24.4,,-17.8,,35.8,,0,,0,,0,,0,,,,,,,
2001-02-27,2001,2,27,,8.3,,-14.3,,-3,,21,,0,,0,,0,,0,,,,,,,
2001-02-28,2001,2,28,,12.9,,-2.9,,5,,13,,0,,0,,0,,0,,,,,,,
2001-03-01,2001,3,1,,6.5,,-1.6,,2.5,,15.5,,0,,0,,0,,0,,1,,,,,
2001-03-02,2001,3,2,,1.2,,-4.4,,-1.6,,19.6,,0,,0,,0,,0,,1,,,,,
2001-03-03,2001,3,3,,8.3,,-6.2,,1.1,,16.9,,0,,0,,0,,0,,1,,,,,
2001-03-04,2001,3,4,,5.8,,-7.6,,-0.9,,18.9,,0,,0,,0,,0,,1,,,,,
2001-03-05,2001,3,5,,5,,-4.8,,0.1,,17.9,,0,,0,,0,,0,,2,,,,,
2001-03-06,2001,3,6,,10.2,,-5.9,,2.2,,15.8,,0,,0,,0,,0,,1,,,,,
2001-03-07,2001,3,7,,13.2,,-5.1,,4.1,,13.9,,0,,0,,0,,0,,1,,,,,
2001-03-08,2001,3,8,,11.3,,-3.6,,3.9,,14.1,,0,,0,,0,,0,,1,,,,,
2001-03-09,2001,3,9,,4.9,,-2.3,,1.3,,16.7,,0,,0,,0,,0,,1,,,,,
2001-03-10,2001,3,10,,7.6,,-2.9,,2.4,,15.6,,0,,0,,0,T,0,T,1,,,,,
2001-03-11,2001,3,11,,8.9,,-1.5,,3.7,,14.3,,0,,0.6,,0.6,,1.2,,1,,,,,
2001-03-12,2001,3,12,,10.6,,1.9,,6.3,,11.7,,0,,0,,0,,0,,1,,,,,
2001-03-13,2001,3,13,,5.6,,-0.7,,2.5,,15.5,,0,,0,,0.4,,0.4,,2,,,,,
2001-03-14,2001,3,14,,6.7,,-2.5,,2.1,,15.9,,0,,0,,3.8,,1.8,,1,,,,,
2001-03-15,2001,3,15,,6.9,,-6.4,,0.3,,17.7,,0,,0,,0,,0,,2,,,,,
2001-03-16,2001,3,16,,7.8,,-6.5,,0.7,,17.3,,0,,0,,0,,0,,2,,,,,
