0,1999
0,
-5,
-10,
-13,
-20,
-28,
-31,
-35,
-40,
-40,
-43,
-46,
-48,
-48,
-48,
-49,
-48,
-47,
-41,
-39,
-32,
-28,
-22,
-15,
-10,
-4,
3,
10,
15,
21,
28,
35,
41,
45,
51,
58,
64,
69,
74,
81,
83,
86,
90,
92,
93,
93,
92,
94,
92,
92,
90,
87,
