0,1999
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
4,
6,
11,
14,
15,
13,
18,
17,
11,
5,
-5,
0,2000
0,
-11,
-22,
-29,
-35,
-41,
-51,
-56,
-61,
-55,
-60,
-64,
-57,
-51,
-48,
-52,
-49,
-41,
-32,
-26,
-17,
-8,
2,
11,
19,
25,
34,
45,
55,
65,
75,
85,
94,
103,
112,
118,
127,
135,
139,
142,
143,
145,
154,
158,
161,
155,
150,
146,
142,
142,
135,
124,
0,2001
0,
-10,
-14,
-19,
-24,
-34,
-39,
-46,
-53,
-63,
-69,
-71,
-73,
-74,
-74,
-72,
-72,
-67,
-58,
-57,
-54,
-48,
-37,
-27,
-20,
-10,
1,
5,
11,
17,
27,
39,
47,
51,
61,
65,
76,
83,
92,
102,
103,
111,
117,
112,
118,
121,
125,
127,
121,
117,
113,
103,
0,2002
0,
-7,
-10,
-17,
-24,
-35,
-40,
-45,
-54,
-63,
-69,
-73,
-78,
-83,
-91,
-88,
-84,
-80,
-75,
-71,
-70,
-67,
-58,
-55,
-46,
-35,
-25,
-16,
-5,
5,
14,
25,
36,
47,
55,
63,
73,
78,
83,
87,
94,
99,
98,
92,
90,
88,
83,
81,
76,
66,
62,
57,
0,2003
0,
-4,
-14,
-21,
-27,
-34,
-41,
-50,
-61,
-72,
-79,
-87,
-88,
-87,
-93,
-87,
-83,
-77,
-70,
-62,
-55,
-46,
-37,
-29,
-20,
-12,
-2,
8,
16,
25,
33,
43,
52,
61,
70,
78,
86,
92,
97,
105,
110,
118,
119,
124,
115,
110,
105,
95,
93,
87,
80,
76,
0,2004
0,
-9,
-14,
-25,
-37,
-44,
-54,
-60,
-67,
-72,
-74,
-82,
-85,
-80,
-78,
-74,
-72,
-65,
-61,
-54,
-54,
-54,
-54,
-54,
-51,
-42,
-32,
-21,
-12,
-3,
4,
14,
21,
26,
35,
46,
49,
49,
49,
52,
58,
62,
61,
65,
71,
70,
71,
69,
67,
59,
55,
47,
0,2005
0,
-9,
-16,
-24,
-31,
-35,
-45,
-49,
-56,
-58,
-66,
-71,
-77,
-79,
-71,
-63,
-54,
-58,
-61,
-53,
-48,
-41,
-31,
-22,
-12,
-6,
3,
14,
24,
35,
46,
52,
60,
71,
79,
83,
93,
104,
112,
121,
126,
129,
135,
141,
144,
139,
132,
127,
120,
110,
101,
91,
0,2006
0,
-4,
-11,
-19,
-23,
-27,
-34,
-44,
-50,
-55,
-58,
-64,
-69,
-70,
-62,
-55,
-47,
-37,
-32,
-24,
-17,
-9,
-1,
6,
17,
25,
34,
42,
51,
58,
65,
75,
85,
95,
102,
110,
117,
123,
130,
139,
148,
153,
155,
157,
153,
154,
156,
147,
142,
136,
131,
125,
0,2007
0,
-9,
-20,
-31,
-39,
-46,
-51,
-61,
-64,
-73,
-80,
-87,
-91,
-85,
-88,
-90,
-81,
-72,
-64,
-57,
-50,
-44,
-36,
-25,
-16,
-7,
4,
9,
19,
29,
41,
47,
57,
68,
78,
82,
90,
95,
103,
112,
118,
124,
130,
129,
134,
134,
130,
127,
121,
114,
112,
105,
0,2008
0,
-7,
-11,
-20,
-31,
-39,
-47,
-54,
-56,
-62,
-64,
-64,
-64,
-66,
-65,
-64,
-65,
-67,
-65,
-60,
-56,
-52,
-49,
-44,
-41,
-37,
-34,
-28,
-23,
-19,
-17,
-13,
-9,
-2,
1,
3,
6,
9,
16,
21,
25,
21,
21,
16,
21,
20,
20,
14,
11,
4,
-9,
-11,
0,2009
0,
-10,
-20,
-27,
-35,
-46,
-51,
-55,
-58,
-66,
-76,
-82,
-83,
-86,
-88,
-86,
-86,
-83,
-79,
-79,
-78,
-74,
-71,
-69,
-63,
-59,
-55,
-48,
-43,
-36,
-33,
-25,
-21,
-16,
-9,
-3,
2,
7,
12,
12,
10,
5,
3,
4,
2,
5,
4,
6,
3,
-5,
-7,
-9,
0,2010
0,
-9,
-16,
-16,
-26,
-28,
-34,
-37,
-43,
-47,
-50,
-50,
-50,
-50,
-51,
-51,
-46,
-47,
-48,
-45,
-41,
-41,
-34,
-28,
-21,
-16,
-11,
-5,
1,
6,
12,
17,
21,
27,
31,
36,
42,
45,
45,
49,
55,
60,
65,
57,
59,
59,
57,
51,
46,
43,
40,
35,
0,2011
0,
-9,
-16,
-21,
-24,
-31,
-43,
-52,
-64,
-71,
-79,
-85,
-88,
-91,
-93,
-93,
-91,
-90,
-92,
-89,
-88,
-82,
-77,
-74,
-71,
-66,
-63,
-56,
-50,
-43,
-38,
-35,
-30,
-23,
-17,
-14,
-7,
-8,
-3,
-1,
3,
3,
3,
5,
4,
0,
-5,
-12,
-15,
-20,
-23,
-26,
0,2012
0,
-5,
-10,
-20,
-23,
-28,
-36,
-37,
-40,
-45,
-49,
-48,
-50,
-50,
-49,
-48,
-45,
-48,
-45,
-43,
-41,
-34,
-29,
-23,
-18,
-12,
-7,
-4,
1,
8,
14,
18,
21,
28,
31,
37,
43,
46,
50,
54,
52,
52,
54,
53,
52,
48,
46,
40,
38,
31,
29,
27,
0,2013
0,
-2,
-11,
-20,
-29,
-37,
-41,
-45,
-55,
-58,
-62,
-69,
-75,
-76,
-79,
-84,
-89,
-88,
-88,
-89,
-85,
-80,
-79,
