0,1992
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-2,
-6,
0,1993
0,
-7,
-11,
-16,
-19,
-25,
-35,
-45,
-55,
-59,
-69,
-77,
-85,
-86,
-91,
-83,
-78,
-74,
-63,
-53,
-48,
-48,
-44,
-34,
-26,
-17,
-8,
4,
14,
24,
35,
45,
55,
65,
76,
87,
93,
101,
110,
119,
127,
128,
128,
131,
128,
129,
132,
125,
121,
120,
119,
113,
0,1994
0,
-10,
-16,
-27,
-33,
-36,
-36,
-45,
-49,
-55,
-55,
-56,
-55,
-56,
-57,
-49,
-49,
-47,
-47,
-47,
-47,
-38,
-30,
-22,
-16,
-8,
4,
4,
12,
12,
21,
21,
29,
29,
39,
47,
55,
62,
62,
75,
84,
92,
102,
110,
110,
110,
110,
110,
110,
110,
110,
110,
0,1995
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
5,
11,
15,
18,
22,
27,
31,
28,
28,
25,
25,
20,
18,
14,
8,
0,1996
0,
-8,
-13,
-24,
-33,
-40,
-51,
-60,
-68,
-73,
-82,
-84,
-89,
-94,
-99,
-100,
-97,
-93,
-89,
-88,
-83,
-77,
-74,
-69,
-64,
-58,
-52,
-45,
-38,
-31,
-25,
-19,
-12,
-6,
0,
6,
12,
18,
23,
29,
34,
37,
38,
40,
41,
38,
37,
34,
33,
31,
30,
28,
0,1997
0,
-8,
-12,
-19,
-26,
-34,
-39,
-46,
-57,
-59,
-63,
-68,
-71,
-72,
-72,
-72,
-72,
-71,
-67,
-62,
-61,
-57,
-51,
-47,
-40,
-35,
-29,
-21,
-14,
-7,
-2,
3,
9,
14,
20,
26,
32,
37,
44,
49,
55,
61,
63,
60,
64,
63,
59,
57,
54,
51,
44,
43,
0,1998
0,
-7,
-14,
-20,
-28,
-32,
-36,
-43,
-46,
-47,
-48,
-52,
-57,
-56,
-55,
-54,
-52,
-50,
-46,
-42,
-37,
-30,
-23,
-18,
-13,
-7,
0,
6,
12,
17,
23,
27,
33,
37,
43,
47,
52,
56,
63,
70,
70,
71,
75,
77,
76,
75,
73,
74,
72,
71,
69,
61,
0,1999
0,
-5,
-10,
-13,
-20,
-28,
-31,
-35,
-40,
-40,
-43,
-46,
-48,
-48,
-48,
-49,
-48,
-47,
-41,
-39,
-32,
-28,
-22,
-15,
-10,
-4,
3,
10,
15,
21,
28,
35,
41,
45,
51,
58,
64,
69,
74,
81,
83,
86,
90,
92,
93,
93,
92,
94,
92,
92,
90,
87,
0,2000
0,
-2,
-9,
-12,
-17,
-22,
-25,
-30,
-33,
-31,
-32,
-33,
-35,
-35,
-34,
-36,
-33,
-32,
-27,
-24,
-20,
-14,
-9,
-6,
-3,
4,
10,
16,
21,
28,
35,
42,
48,
55,
59,
64,
69,
75,
81,
82,
86,
88,
92,
96,
95,
95,
95,
93,
92,
84,
75,
72,
0,2001
0,
-3,
-7,
-12,
-17,
-21,
-26,
-29,
-37,
-45,
-48,
-50,
-51,
-54,
-57,
-58,
-56,
-52,
-48,
-43,
-39,
-34,
-28,
-23,
-16,
-9,
-3,
2,
8,
15,
22,
27,
33,
38,
44,
51,
56,
63,
68,
75,
80,
84,
88,
92,
95,
96,
97,
99,
98,
100,
98,
94,
0,2002
0,
-2,
-7,
-11,
-14,
-19,
-22,
-25,
-29,
-32,
-36,
-39,
-41,
-42,
-43,
-39,
-38,
-36,
-32,
-31,
-29,
-24,
-19,
-14,
-9,
-2,
4,
12,
18,
26,
33,
39,
46,
53,
58,
62,
68,
72,
79,
84,
91,
95,
95,
93,
88,
83,
81,
80,
75,
70,
68,
62,
0,2003
0,
-4,
-7,
-10,
-17,
-25,
-30,
-39,
-47,
-53,
-58,
-64,
-63,
-65,
-68,
-67,
-72,
-71,
-68,
-66,
-62,
-57,
-53,
-48,
-43,
-38,
-30,
-22,
-17,
-13,
-8,
-1,
6,
12,
19,
23,
27,
34,
39,
44,
45,
49,
52,
52,
55,
54,
53,
54,
52,
47,
40,
36,
0,2004
0,
-7,
-11,
-20,
-23,
-28,
-30,
-39,
-43,
-45,
-49,
-51,
-53,
-53,
-56,
-57,
-53,
-51,
-49,
-44,
-42,
-37,
-33,
-27,
-22,
-17,
-12,
-6,
2,
9,
16,
23,
30,
36,
40,
47,
52,
57,
64,
69,
72,
77,
81,
82,
86,
85,
81,
80,
80,
